CPT_HCPCS,MOD,DESCRIPTION,PHYSICIAN_FEE_NORTH,PHYSICIAN_FEE_SOUTH,COL6,ASC_FEE_NORTH,ASC_FEE_SOUTH,PAYMENT_INDICATOR
31267.0,,"ENDOSCOPY, MAXILLARY SINUS",983.83,947.97,,4128.33,3799.92,
31500.0, ,INSERT EMERGENCY AIRWAY,169.29,164.7,,315.78,290.67,X
31505.0, ,DIAGNOSTIC LARYNGOSCOPY,137.08,129.6,,124.02,114.15,
31515.0,,LARYNGOSCOPY FOR ASPIRATION,342.57,324.79,,2927.49,2694.6,
31525.0,,DIAG LARYNGOSCOPY EXCL NB,409.68,389.77,,2927.49,2694.6,
31575.0,,DIAGNOSTIC LARYNGOSCOPY,188.42,178.87,,253.86,233.67,
31579.0,,DIAGNOSTIC LARYNGOSCOPY,352.14,335.06,,445.74,410.28,
31600.0,,INCISE WINDPIPE,629.61,609.27,,,,
31605.0, ,INCISE WINDPIPE,287.29,278.92,,1056.45,972.42,
31622.0,,DIAG BRONCHOSCOPE/WASH,515.11,488.5,,1400.82,1289.4,
31624.0, ,DIAG BRONCHOSCOPE/LAVAGE,516.04,489.32,,1400.82,1289.4,
31645.0,,"BRONCHOSCOPY, CLEAR AIRWAYS",493.95,469.51,,1400.82,1289.4,
31646.0,,"BRONCHOSCOPY, RECLEAR AIRWAY",451.44,428.67,,1400.82,1289.4,
32405.0,,BIOPSY LUNG OR MEDIASTINUM,154.47,149.43,,1298.73,1195.41,
32551.0, ,INSERT CHEST TUBE,523.12,506.94,,,,
32601.0,,"THORACOSCOPY, DIAGNOSTIC",499.24,483.47,,,,
32651.0,,"THORACOSCOPY, SURGICAL",1750.69,1694.03,,,,
32653.0,,"THORACOSCOPY, SURGICAL",1686.57,1632.06,,,,
33210.0,,INSERT HEART ELECTRODE,297.55,288.11,,3763.15,3209.05,
33212.0,,INSERT PULSE GENERATOR,564.31,544.12,,11119.83,9530.1,
36000.0,,PLACE NEEDLE IN VEIN,41.55,39.31,,,,"X, N1"
36005.0,,INJECTION EXT VENOGRAPHY,590.62,553.75,,,,"X, N1"
36010.0,,PLACE CATHETER IN VEIN,952.65,895.82,,,,"X, N1"
36011.0,,PLACE CATHETER IN VEIN,1569.24,1473.07,,,,"X, N1"
36013.0, ,PLACE CATHETER IN ARTERY,1386.9,1301.48,,,,"X, N1"
36014.0,,PLACE CATHETER IN ARTERY,1452.05,1363.05,,,,"X, N1"
36140.0,,ESTABLISH ACCESS TO ARTERY,818.12,769.44,,,,"X, N1"
36200.0,,PLACE CATHETER IN AORTA,1104.48,1039.78,,,,"X, N1"
36215.0,,PLACE CATHETER IN ARTERY,1968.28,1850.35,,,,"X, N1"
36216.0,,PLACE CATHETER IN ARTERY,2164.58,2035.32,,,,"X, N1"
36217.0,,PLACE CATHETER IN ARTERY,3554.81,3335.12,,,,"X, N1"
36218.0,,PLACE CATHETER IN ARTERY,325.68,306.84,,,,"X, N1"
36245.0,,PLACE CATHETER IN ARTERY,2078.6,1953.45,,,,"X, N1"
36246.0,,PLACE CATHETER IN ARTERY,2094.97,1970.56,,,,"X, N1"
36247.0,,PLACE CATHETER IN ARTERY,3310.67,3107.79,,,,"X, N1"
36248.0, ,PLACE CATHETER IN ARTERY,272.11,256.86,,,,"X, N1"
36400.0, ,BLOOD DRAW < 3 YRS FEM/JUGULAR,46.92,44.88,,,,"X, N1"
36406.0,,BLOOD DRAW < 3 YRS OTHER VEIN,28.17,26.82,,,,"X, N1"
36410.0,,NON-ROUTINE BL DRAW > 3 YRS,29.91,28.45,,,,"X, N1"
36425.0, ,VEIN ACCESS CUTDOWN > 1 YR,62.34,60.4,,35.67,32.82,X
36430.0,,BLOOD TRANSFUSION SERVICE,59.91,55.92,,119.34,109.86,X
36471.0,,INJECTION THERAPY VEINS,290.72,276.37,,121.44,111.78,
36513.0,,APHERESIS PLATELETS,158.96,153.73,,1652.49,1521.03,X
36514.0,,APHERESIS PLASMA,878.54,824.72,,1652.49,1521.03,X
36515.0,,"APHERESIS, ADSORP/REINFUSE",3313.31,3095.86,,4195.89,3862.11,X
36555.0,,INSERT NON-TUNNEL CV CATH,442.67,420.24,,1516.71,1396.08,
36556.0,,INSERT NON-TUNNEL CV CATH,383.48,364.91,,1516.71,1396.08,
36558.0,,INSERT TUNNELED CV CATH,1353.89,1277.3,,2289.41,2017.01,
36569.0,,INSERT PICC CATH,430.72,406.86,,1516.71,1396.08,
36571.0,,INSERT PICVAD CATH,2151.26,2023.38,,2289.41,2017.01,
36576.0,,REPAIR TUNNELED CV CATH,619.78,588.02,,1516.71,1396.08,
36578.0,,REPLACE TUNNELED CV CATH,855.29,808.35,,2289.41,2017.01,
36580.0,,REPLACE CVAD CATH,375.27,353.82,,1516.71,1396.08,
36584.0,,REPLACE PICC CATH,360.67,339.77,,1516.71,1396.08,
36589.0,,REMOVE TUNNELED CV CATH,271.78,260.38,,844.41,777.24,
36592.0,,COLLECT BLOOD PICC,44.2,41.25,,,,"X, N1"
36593.0, ,DECLOT VASCULAR DEVICE,49.44,46.14,,98.28,90.45,
36598.0, ,"INJECT W/FLUOR, EVAL CV DEVICE",189.67,178.99,,298.32,274.59,
36600.0,,WITHDRAW ARTERIAL BLOOD,50.41,47.9,,,,"X, N1"
36620.0,,"INSERT CATHETER, ARTERY",210.31,204.69,,,,"X, N1"
36625.0,,"INSERT CATHETER, ARTERY",169.68,164.9,,,,"X, N1"
36800.0,,INSERT CANNULA,261.61,251.45,,4009.88,3637.55,
36810.0,,INSERT CANNULA,340.24,329.61,,4009.88,3637.55,
36815.0,,INSERT CANNULA,244.77,236.68,,4009.88,3637.55,
36818.0, ,"AV FUSE, UPPER ARM, CEPHALIC",1105.69,1069.72,,5565.66,5122.95,
36833.0,,AV FISTULA REVISION,1079.72,1045.86,,5565.66,5122.95,
36860.0,,EXTERNAL CANNULA DECLOTTING,331.55,315.1,,313.14,288.21,
37140.0,,REVISE CIRCULATION,2310.08,2235.33,,,,
37204.0, ,TRANSCATHETER OCCLUSION,1460.69,1414.57,,8466.97,7482.97,
37609.0,,TEMPORAL ARTERY PROCEDURE,503.08,478.98,,2411.7,2219.85,
37620.0,,REVISE MAJOR VEIN,2029.2,1958.69,,,,
37650.0,,REVISE MAJOR VEIN,1545.07,1493.8,,3662.31,3370.98,
38100.0,,"REMOVE SPLEEN, TOTAL",1765.0,1708.45,,,,
38115.0,,REPAIR RUPTURED SPLEEN,1947.72,1885.34,,,,
38200.0,,INJECTION FOR SPLEEN X-RAY,234.86,227.73,,,,"X, N1"
38206.0,,HARVEST AUTO STEM CELLS,292.33,282.03,,1652.49,1521.03,X
38220.0,,BONE MARROW ASPIRATION,250.35,236.57,,381.36,351.03,
38221.0,,BONE MARROW BIOPSY,269.34,254.87,,393.09,361.8,
38230.0,,BONE MARROW COLLECTION,838.42,806.23,,4195.89,3862.11,X
39501.0,,REPAIR DIAPHRAGM LACERATION,1328.67,1283.88,,,,
43235.0,,"UPPER GI ENDOSCOPY, DIAGNOSIS",490.49,464.67,,1184.82,1090.56,
43236.0,,UPPER GI SCOPE W/SUBMUCOSA INJECT,608.49,576.22,,1184.82,1090.56,
43239.0, ,"UPPER GI ENDOSCOPY, BIOPSY",567.52,537.88,,1184.82,1090.56,
43246.0, ,PLACE GASTROSTOMY TUBE,403.59,389.45,,1184.82,1090.56,
43248.0, ,UPPER GI ENDOSCOPY/GUIDE WIRE,303.2,292.1,,1184.82,1090.56,
43249.0, ,"ESOPH ENDOSCOPY, DILATION",279.64,269.41,,1184.82,1090.56,
43255.0, ,OPERATIVE UPPER GI ENDOSCOPY,453.95,437.69,,1184.82,1090.56,
43259.0,,ENDOSCOPIC ULTRASOUND EXAM,488.13,470.63,,1184.82,1090.56,
43260.0,,ENDO CHOLANGIOPANCREATOGRAPHY,556.81,536.98,,3099.69,2853.12,
43450.0,,DILATE ESOPHAGUS,258.48,245.26,,875.61,805.98,
43760.0,,CHANGE GASTROSTOMY TUBE,684.75,641.43,,313.14,288.21,
43830.0,,PLACE GASTROSTOMY TUBE,1076.48,1038.48,,,,
44139.0,,MOBILIZATION COLON,187.28,181.69,,,,
44500.0,,INTRODUCE GASTROINTESTINAL TUBE,38.6,37.33,,844.41,777.24,
45300.0,,PROCTOSIGMOIDOSCOPY DIAG,187.75,177.52,,283.11,260.58,
45330.0, ,DIAGNOSTIC SIGMOIDOSCOPY,227.77,215.31,,345.12,317.67,
45355.0,,SURGICAL COLONOSCOPY,324.09,312.96,,1246.23,1147.08,
45378.0,,DIAGNOSTIC COLONOSCOPY,647.09,614.7,,1246.23,1147.08,
46040.0,,INCISE RECTAL ABSCESS,811.58,773.85,,3247.68,2989.32,
46600.0,,DIAGNOSTIC ANOSCOPY,136.3,128.76,,89.55,82.44,X
47000.0,,NEEDLE BIOPSY LIVER,575.57,542.24,,1298.73,1195.41,
49080.0, ,"PUNCTURE, PERITONEAL CAVITY",269.24,254.87,,742.11,683.1,
49320.0,,DIAG LAP SEPARATE PROC,508.88,490.86,,5156.19,4746.03,
49421.0,,"INSERT ABDOM DRAIN, PERM",425.09,409.71,,3521.06,3192.08,
49505.0,,PART RPR I/HERNIA INIT REDUCT >5 YR,799.46,771.01,,4412.82,4061.82,
50392.0, ,INSERT KIDNEY DRAIN,289.62,279.48,,2344.41,2157.93,
50394.0,,INJECTION FOR KIDNEY X-RAY,173.81,164.23,,,,"X, N1"
51600.0, ,INJECTION FOR BLADDER X-RAY,328.9,309.24,,,,"X, N1"
51610.0,,INJECTION FOR BLADDER X-RAY,184.26,174.79,,,,"X, N1"
51700.0,,IRRIGATION BLADDER,143.15,135.97,,189.51,174.45,
51701.0,,INSERT BLADDER CATHETER,98.42,93.21,,89.55,82.44,X
51702.0,,INSERT TEMP BLADDER CATH,128.12,120.92,,89.55,82.44,X
51703.0, ,"INSERT BLADDER CATH, COMPLEX",227.44,216.26,,148.2,136.41,
51705.0,,CHANGE BLADDER TUBE,186.01,176.43,,256.2,235.83,
51720.0,,TREAT BLADDER LESION,185.88,177.55,,205.92,189.54,
51725.0,,SIMPLE CYSTOMETROGRAM,349.5,330.16,,,,
51725.0,TC,SIMPLE CYSTOMETROGRAM,228.2,212.91,,428.43,394.35,
51725.0,26,SIMPLE CYSTOMETROGRAM,121.3,117.25,,,,
51726.0,,COMPLEX CYSTOMETROGRAM,514.29,484.52,,,,
51726.0,TC,COMPLEX CYSTOMETROGRAM,375.98,350.82,,428.43,394.35,
51726.0,26,COMPLEX CYSTOMETROGRAM,138.31,133.68,,,,
51741.0,,"ELECTRO-UROFLOWMETRY, FIRST",72.56,68.17,,,,
51741.0,TC,"ELECTRO-UROFLOWMETRY, FIRST",45.36,42.35,,90.09,82.92,
51741.0,26,"ELECTRO-UROFLOWMETRY, FIRST",27.2,25.82,,,,
51784.0,,ANAL/URINARY MUSCLE STUDY,340.6,321.93,,,,
51784.0,TC,ANAL/URINARY MUSCLE STUDY,217.71,203.13,,148.2,136.41,
51784.0,26,ANAL/URINARY MUSCLE STUDY,122.9,118.8,,,,
51797.0,,INTRAABDOMINAL PRESSURE TEST,225.4,212.42,,,,
51797.0,TC,INTRAABDOMINAL PRESSURE TEST,159.49,148.82,,271.74,250.14,
51797.0,26,INTRAABDOMINAL PRESSURE TEST,65.91,63.61,,,,
51798.0,,US URINE CAPACITY MEASURE,33.71,31.48,,66.69,61.38,X
52000.0, ,CYSTOSCOPY,348.14,331.01,,992.58,913.62,
52005.0,,CYSTOSCOPY & URETER CATHETER,482.13,456.37,,3512.94,3233.49,
52204.0, ,CYSTOSCOPY W/BIOPSY(S),706.29,666.08,,3512.94,3233.49,
52281.0,,CYSTOSCOPY & TREAT,481.96,456.89,,2344.41,2157.93,
52310.0,,CYSTOSCOPY & TREAT,412.14,392.33,,2344.41,2157.93,
52332.0,,CYSTOSCOPY & TREAT,837.81,788.8,,3512.94,3233.49,
52351.0,,CYSTOURETERO & OR PYELOSCOPE,511.15,493.07,,3512.94,3233.49,
53600.0,,DILATE URETHRA STRICTURE,139.91,133.85,,146.22,134.61,
53601.0, ,DILATE URETHRA STRICTURE,137.75,131.17,,148.2,136.41,
53660.0,,DILATE URETHRA,121.77,115.58,,148.2,136.41,
53661.0,,DILATE URETHRA,120.54,114.44,,148.2,136.41,
54235.0,,PENILE INJECTION,149.95,143.17,,168.48,155.07,
57452.0,,EXAM CERVIX W/SCOPE,174.2,167.01,,171.99,158.31,
57500.0,,BIOPSY CERVIX,213.96,203.21,,286.62,263.82,
57511.0,,CRYOCAUTERY CERVIX,234.32,224.5,,218.1,200.76,
58340.0,,CATHETER FOR HYSTERORRHAPHY,203.46,192.36,,,,"X, N1"
58558.0,,"HYSTEROSCOPY, BIOPSY",576.77,552.42,,3079.32,2834.37,
59000.0,,"AMNIOCENTESIS, DIAGNOSTIC",208.66,199.11,,248.01,228.3,
59025.0,,FETAL NON-STRESS TEST,117.18,112.0,,,,
59025.0,TC,FETAL NON-STRESS TEST,45.58,42.59,,58.5,53.85,
59025.0,26,FETAL NON-STRESS TEST,71.58,69.41,,,,
59841.0,,ABORTION,611.45,589.83,,2758.5,2539.05,
61107.0,,DRILL SKULL FOR IMPLANTATION,1155.41,1120.28,,,,
61790.0,,TREAT TRIGEMINAL NERVE,,,,2552.34,2349.3,
62263.0,,EPIDURAL LYSIS MULT SESSIONS,1788.44,1102.21,,1012.32,931.8,
62264.0,,EPIDURAL LYSIS ON SINGLE DAY,1033.3,638.56,,1706.88,1571.1,
62270.0, ,"SPINAL FLUID TAP, DIAGNOSTIC",391.43,371.51,,517.89,476.7,
62273.0,,INJECT EPIDURAL PATCH,414.98,396.26,,1012.32,931.8,
62280.0, ,TREAT SPINAL CORD LESION,817.78,775.41,,1012.32,931.8,
62281.0, ,TREAT SPINAL CORD LESION,650.31,618.08,,1012.32,931.8,
62282.0,,TREAT SPINAL CANAL LESION,743.51,703.87,,1012.32,931.8,
62284.0, ,INJECTION FOR MYELOGRAM,544.03,514.23,,,,"X, N1"
62287.0,,PERCUTANEOUS DISKECTOMY,5347.03,5141.26,,4972.53,4576.98,
62290.0,,INJECT FOR SPINE DISK X-RAY,1256.74,1191.64,,,,"X, N1"
62291.0,,INJECT FOR SPINE DISK X-RAY,1184.82,1123.82,,,,"X, N1"
62292.0,,INJECTION INTO DISK LESION,1982.34,1907.34,,1012.32,931.8,
62310.0,,INJECT SPINE C/T,1021.73,967.17,,1012.32,931.8,
62311.0, ,INJECT SPINE L/S (CD),879.37,831.58,,1012.32,931.8,
62318.0,,"INJECT SPINE W/CATH, C/T",749.21,709.56,,1012.32,931.8,
62319.0,,INJECT SPINE W/CATH L/S (CD),475.01,451.01,,1706.88,1571.1,
62350.0,,IMPLANT SPINAL CANAL CATH,,,,5591.79,5146.98,
62355.0,,REMOVE SPINAL CANAL CATHETER,,,,1706.88,1571.1,
62360.0,,INSERT SPINE INFUSION DEVICE,,,,5591.79,5146.98,
62362.0,,IMPLANT SPINE INFUSION PUMP,,,,22241.41,18893.98,
62365.0,,REMOVE SPINE INFUSION DEVICE,,,,4972.53,4576.98,
62367.0,,ANALYZE SPINE INFUSION PUMP,,,,76.02,69.99,X
62368.0,,ANALYZE SPINE INFUSION PUMP,,,,102.96,94.77,X
63075.0,,NECK SPINE DISK SURG,10012.99,9659.93,,,,
63076.0,,NECK SPINE DISK SURG,1837.46,1779.74,,,,
63650.0,,IMPLANT NEUROELECTRODES,,,,7941.86,6926.39,X
63655.0,,IMPLANT NEUROELECTRODES,,,,10702.41,9271.65,X
63685.0,,INSERT/REDO SPINE N GENERATOR,,,,24642.86,20858.66,X
63688.0,,REVISE/REMOVE NEURORECEIVER,,,,3880.14,3571.47,
64400.0,,"NERVE BLOCK INJ, TRIGEMINAL",,,,237.48,218.58,
64402.0, ,"NERVE BLOCK INJ, FACIAL",280.41,267.23,,219.96,202.47,
64405.0,,"NERVE BLOCK INJ, OCCIPITAL",278.84,266.46,,202.38,186.3,
64412.0,,"NERVE BLOCK INJ, SPINAL ACCESSORY",,,,352.14,324.12,
64413.0,,"NERVE BLOCK INJ, CERV PLEXUS",294.62,281.16,,221.13,203.55,
64415.0,,"NERVE BLOCK INJ, BRACHIAL PLEXUS",304.42,290.12,,517.89,476.7,
64416.0,,"NERVE BLOCK CONT INFUSE, B PLEX",191.93,186.58,,1012.32,931.8,
64417.0,,"NERVE BLOCK INJ, AXILLARY",320.99,305.45,,517.89,476.7,
64418.0,,"NERVE BLOCK INJ, SUPRASCAPULAR",344.67,327.13,,303.0,278.91,
64420.0,,"NERVE BLOCK INJ, INTERCOSTAL, SING",343.6,325.6,,517.89,476.7,
64421.0,,"NERVE BLOCK INJ, INTERCOSTAL, MULT",493.86,468.06,,1012.32,931.8,
64425.0, ,"NERVE BLOCK INJ, ILIO-ING/HYPOGI",321.93,307.96,,221.13,203.55,
64430.0,,"NERVE BLOCK INJ, PUDENDAL",,,,1012.32,931.8,
64435.0, ,"NERVE BLOCK INJ, PARACERV",352.78,335.81,,287.79,264.9,
64445.0,,"NERVE BLOCK INJ, SCIATIC, SING",333.5,317.51,,267.93,246.6,
64446.0,,"NERVE BLOCK INJ, SCIATIC, CONT INF",,,,1012.32,931.8,
64447.0,,"NERVE BLOCK INJ, FEM, SING",295.21,281.61,,221.13,203.55,
64448.0, ,"NERVE BLOCK INJ, FEM, CONT INF",,,,1012.32,931.8,
64449.0,,"NERVE BLOCK INJ, LUMBAR PLEXUS",199.08,193.27,,1012.32,931.8,
64450.0,,"NERVE BLOCK, OTHER PERIPHERAL",253.98,242.28,,190.68,175.53,
64455.0,,"NERVE BLOCK INJ, PLANTAR DIGIT",,,,71.37,65.7,
64479.0, ,INJECT FORAMEN EPIDURAL C/T,670.71,635.7,,1012.32,931.8,
64480.0,,"INJECT FORAMEN EPIDURAL, ADDED",397.14,377.32,,517.89,476.7,
64483.0,,INJECT FORAMEN EPIDURAL L/S,611.76,578.07,,1012.32,931.8,
64484.0,,"INJECT FORAMEN EPIDURAL, ADDED",268.13,254.31,,517.89,476.7,
64490.0,,INJECT PARAVERT F JNT C/T 1 LEV,494.93,469.59,,1012.32,931.8,
64491.0,,INJECT PARAVERT F JNT C/T 2 LEV,241.8,230.5,,355.95,327.66,
64492.0,,INJECT PARAVERT F JNT C/T 3 LEV,244.49,233.01,,355.95,327.66,
64493.0,,INJECT PARAVERT F JNT L/S 1 LEV,442.52,419.26,,1012.32,931.8,
64494.0,,INJECT PARAVERT F JNT L/S 2 LEV,218.85,208.33,,355.95,327.66,
64495.0, ,INJECT PARAVERT F JNT L/S 3 LEV,222.43,211.68,,355.95,327.66,
64505.0,,NERVE BLOCK SPHENOPALATINE GANGLIA,241.39,230.83,,166.14,152.91,
64510.0, ,NERVE BLOCK STELLATE GANGLION,340.64,322.89,,1012.32,931.8,
64517.0, ,"NERVE BLOCK INJ, HYPOGAS PLXS",429.82,410.19,,1012.32,931.8,
64520.0,,NERVE BLOCK LUMBAR/THORACIC,486.86,459.82,,1012.32,931.8,
64550.0,,APPLY NEUROSTIMULATOR,25.38,24.14,,,,
64555.0,,IMPLANT NEUROELECTRODES,,,,7941.86,6926.39,X
64561.0,,IMPLANT NEUROELECTRODES,,,,7941.86,6926.39,X
64565.0,,IMPLANT NEUROELECTRODES,286.59,272.61,,7941.86,6926.39,X
64600.0,,INJECTION TREAT NERVE,673.41,638.56,,1706.88,1571.1,
64605.0,,INJECTION TREAT NERVE,1063.67,1007.56,,2552.34,2349.3,
64610.0, ,INJECTION TREAT NERVE,1180.01,1125.84,,2552.34,2349.3,
64612.0,,"DESTROY NERVE, FACE MUSCLE",316.6,303.63,,278.43,256.26,
64613.0,,"DESTROY NERVE, NECK MUSCLE",302.92,290.62,,260.91,240.15,
64614.0,,"DESTROY NERVE, EXTREMITY MUSC",324.01,310.13,,295.98,272.43,
64620.0,,INJECTION TREAT NERVE,385.92,368.07,,1012.32,931.8,
64622.0,,DESTROY PARAVERTEBRAL NERVE L/S,634.27,601.31,,1706.88,1571.1,
64623.0,,"DESTROY PARAVERT NERVE, ADDED",317.51,300.33,,1012.32,931.8,
64626.0, ,DESTROY PARAVERTEBRAL NERVE C/T,751.82,713.75,,1012.32,931.8,
64627.0,,"DESTROY PARAVERT NERVE, ADDED",436.29,411.9,,355.95,327.66,
64640.0,,INJECTION TREAT NERVE,404.68,386.4,,393.09,361.8,
64680.0,,INJECTION TREAT NERVE,594.94,563.72,,1012.32,931.8,
64702.0,,REVISE FINGER/TOE NERVE,,,,2552.34,2349.3,
64704.0,,REVISE HAND/FOOT NERVE,,,,2552.34,2349.3,
64708.0,,REVISE ARM/LEG NERVE,,,,2552.34,2349.3,
64712.0,,REVISE SCIATIC NERVE,,,,2552.34,2349.3,
64713.0,,REVISE ARM NERVE(S),,,,2552.34,2349.3,
64714.0,,REVISE LOW BACK NERVE(S),,,,2552.34,2349.3,
64716.0,,REVISE CRANIAL NERVE,,,,2552.34,2349.3,
64718.0,,REVISE ULNAR NERVE AT ELBOW,,,,2552.34,2349.3,
64719.0,,REVISE ULNAR NERVE AT WRIST,,,,2552.34,2349.3,
64721.0,,CARPAL TUNNEL SURG,2074.12,1982.69,,2552.34,2349.3,
64818.0,,REMOVE SYMPATHETIC NERVES,1606.35,1552.19,,,,
65205.0,,REMOVE FOREIGN BODY EYE,132.4,126.72,,90.09,82.92,X
65210.0,,REMOVE FOREIGN BODY EYE,164.76,157.5,,117.0,107.7,X
65220.0,,REMOVE FOREIGN BODY EYE,136.8,130.87,,129.36,119.07,X
65222.0,,REMOVE FOREIGN BODY EYE,181.46,173.5,,127.5,117.36,X
65265.0,,REMOVE FOREIGN BODY EYE,2640.72,2533.79,,3125.7,2877.06,
67412.0,,EXPLORE/TREAT EYE SOCKET,2070.04,1979.7,,2669.28,2456.94,
69210.0,,REMOVE IMPACTED EAR WAX,80.59,76.92,,89.55,82.44,X
69310.0,,REBUILD OUTER EAR CANAL,1786.26,1698.11,,5961.75,5487.51,
69320.0,,REBUILD OUTER EAR CANAL,2511.83,2392.78,,5961.75,5487.51,
69666.0,,REPAIR MIDDLE EAR STRUCTURES,3035.82,2897.99,,5961.75,5487.51,
69667.0,,REPAIR MIDDLE EAR STRUCTURES,3041.01,2902.91,,5961.75,5487.51,
69990.0,,"MICROSURG, ADDED",529.56,513.23,,,,"X, N1"
70030.0, ,X-RAY EYE FOR FOREIGN BODY,48.1,45.35,,,,
70030.0,TC,X-RAY EYE FOR FOREIGN BODY,34.87,32.57,,69.03,63.54,
70030.0,26,X-RAY EYE FOR FOREIGN BODY,13.22,12.79,,,,
70100.0, ,X-RAY JAW < 4 VIEWS,55.59,52.37,,,,
70100.0,TC,X-RAY JAW < 4 VIEWS,41.28,38.54,,81.87,75.36,
70100.0,26,X-RAY JAW < 4 VIEWS,14.31,13.83,,,,
70110.0, ,X-RAY JAW MINIMUM 4 VIEWS,66.14,62.37,,,,
70110.0,TC,X-RAY JAW MINIMUM 4 VIEWS,47.11,43.97,,87.24,80.31,
70110.0,26,X-RAY JAW MINIMUM 4 VIEWS,19.03,18.4,,,,
70120.0, ,X-RAY MASTOIDS < 3 VIEWS/SIDE,59.09,55.62,,,,
70120.0,TC,X-RAY MASTOIDS < 3 VIEWS/SIDE,44.78,41.81,,87.24,80.31,
70120.0,26,X-RAY MASTOIDS < 3 VIEWS/SIDE,14.31,13.83,,,,
70130.0,,X-RAY MASTOIDS MINIMUM 3 VIEWS/SIDE,93.99,88.58,,,,
70130.0,TC,X-RAY MASTOIDS MINIMUM 3 VIEWS/SIDE,68.07,63.54,,87.24,80.31,
70130.0,26,X-RAY MASTOIDS MINIMUM 3 VIEWS/SIDE,25.92,25.05,,,,
70140.0, ,X-RAY FACIAL BONES < 3 VIEWS,50.86,47.98,,,,
70140.0,TC,X-RAY FACIAL BONES < 3 VIEWS,35.46,33.11,,70.2,64.62,
70140.0,26,X-RAY FACIAL BONES < 3 VIEWS,15.4,14.86,,,,
70150.0, ,X-RAY FACIAL BONES MINIMUM 3 VIEWS,71.88,67.76,,,,
70150.0,TC,X-RAY FACIAL BONES MINIMUM 3 VIEWS,51.76,48.32,,87.24,80.31,
70150.0,26,X-RAY FACIAL BONES MINIMUM 3 VIEWS,20.12,19.44,,,,
70160.0, ,X-RAY NASAL BONES MINIMUM 3 VIEWS,55.66,52.41,,,,
70160.0,TC,X-RAY NASAL BONES MINIMUM 3 VIEWS,42.45,39.63,,84.21,77.52,
70160.0,26,X-RAY NASAL BONES MINIMUM 3 VIEWS,13.22,12.79,,,,
70190.0,,X-RAY OPTIC FORAMINA,60.03,56.57,,,,
70190.0,TC,X-RAY OPTIC FORAMINA,43.61,40.71,,86.55,79.68,
70190.0,26,X-RAY OPTIC FORAMINA,16.41,15.86,,,,
70200.0, ,"X-RAY ORBITS, MINIMUM 4 VIEWS",74.07,69.85,,,,
70200.0,TC,"X-RAY ORBITS, MINIMUM 4 VIEWS",52.34,48.86,,87.24,80.31,
70200.0,26,"X-RAY ORBITS, MINIMUM 4 VIEWS",21.71,20.98,,,,
70210.0, ,X-RAY SINUSES < 3 VIEWS,52.17,49.16,,,,
70210.0,TC,X-RAY SINUSES < 3 VIEWS,38.37,35.83,,76.02,69.99,
70210.0,26,X-RAY SINUSES < 3 VIEWS,13.8,13.33,,,,
70220.0, ,X-RAY SINUSES MINIMUM 3 VIEWS,64.97,61.29,,,,
70220.0,TC,X-RAY SINUSES MINIMUM 3 VIEWS,45.94,42.89,,87.24,80.31,
70220.0,26,X-RAY SINUSES MINIMUM 3 VIEWS,19.03,18.4,,,,
70250.0, ,X-RAY SKULL < 4 VIEWS,62.13,58.62,,,,
70250.0,TC,X-RAY SKULL < 4 VIEWS,43.03,40.17,,85.38,78.6,
70250.0,26,X-RAY SKULL < 4 VIEWS,19.1,18.45,,,,
70260.0, ,X-RAY SKULL MINIMUM 4 VIEWS,78.86,74.45,,,,
70260.0,TC,X-RAY SKULL MINIMUM 4 VIEWS,52.92,49.41,,105.3,96.93,
70260.0,26,X-RAY SKULL MINIMUM 4 VIEWS,25.92,25.05,,,,
70300.0, ,X-RAY TEETH SINGLE VIEW,24.17,22.85,,,,
70300.0,TC,X-RAY TEETH SINGLE VIEW,15.08,14.1,,29.22,26.91,
70300.0,26,X-RAY TEETH SINGLE VIEW,9.09,8.75,,,,
70310.0,,X-RAY TEETH < FULL MOUTH,63.31,59.51,,,,
70310.0,TC,X-RAY TEETH < FULL MOUTH,49.44,46.14,,59.04,54.36,
70310.0,26,X-RAY TEETH < FULL MOUTH,13.88,13.37,,,,
70320.0, ,X-RAY TEETH FULL MOUTH,83.72,79.89,,,,
70320.0,TC,X-RAY TEETH FULL MOUTH,66.9,62.44,,59.04,54.36,
70320.0,26,X-RAY TEETH FULL MOUTH,18.09,17.45,,,,
70328.0,,X-RAY TMJ UNILATERAL,52.1,49.11,,,,
70328.0,TC,X-RAY TMJ UNILATERAL,37.79,35.29,,74.85,68.91,
70328.0,26.0,X-RAY TMJ UNILATERAL,14.31,13.83,,,,
70330.0,,X-RAY TMJ BILATERAL,81.34,76.54,,,,
70330.0,TC,X-RAY TMJ BILATERAL,62.24,58.09,,87.24,80.31,
70330.0,26.0,X-RAY TMJ BILATERAL,19.1,18.45,,,,
70332.0,,TMJ ARTHOGRAPHY; RAD SUPER & INTERP,143.03,134.89,,,,N1
70332.0,TC,TMJ ARTHOGRAPHY; RAD SUPER & INTERP,98.34,91.77,,,,N1
70332.0,26.0,TMJ ARTHOGRAPHY; RAD SUPER & INTERP,44.68,43.1,,,,N1
70336.0,,MRI TMJ,763.99,716.59,,,,
70336.0,TC,MRI TMJ,649.78,606.18,,664.2,611.37,
70336.0,26,MRI TMJ,114.2,110.43,,,,
